loss_est,loss_l1,obj_aug,obj_dual,h
15.0,0.0,0.0,0.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
15.0,15.0,15.0,15.0,0.0
